PAIS,NIF,NOMBRE,AÑO,AYUDA EQUIVALENTE ACUMULADA TOTAL,AYUDA EQUIVALENTE DEL MRR,TIPO_ENTIDAD
ES,B63998843,PALO BIOFARMA SL,2024,1719174.73,52000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A28893550,BSH ELECTRODOMESTICOS ESPA±A SA,2024,1719126.95,2919.74,Sociedad Anónima (S.A.)
ES,B86206323,INSTITUTO CERTIFICADO DE EMPLEO SLU,2024,1718411.28,585000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B50900299,CENTRO ESPECIAL DE EMPLEO OLIVER SL,2024,1718379.8,24000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A15010176,TELEVES SA,2024,1717892.01,1189303.7,Sociedad Anónima (S.A.)
ES,B35206606,INSFORCAN SL,2024,1715808.95,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F13764691,COMUNIDAD ENERGETICA LA CAZUELA DE GRAN CANARIA,2024,1712358.0,1712358.0,Sociedades Cooperativas
ES,B88410865,"FRV SAN SERVAN 6, S.L.",2024,1711369.66,1711369.66,Sociedad de Responsabilidad Limitada (S.L.)
ES,F02402477,PISTAMANCHA SOCIEDAD COOPERATIVA DE C-LM,2024,1711097.18,6000.0,Sociedades Cooperativas
ES,A30077168,HERNANDEZ ZAMORA SA,2024,1709696.75,1668623.36,Sociedad Anónima (S.A.)
ES,B45038247,CAMAR AGROALIMENTARIA SL,2024,1706499.79,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F30036628,GREGAL SDAD COOP,2024,1704676.37,0.0,Sociedades Cooperativas
ES,A31004153,SMURFIT KAPPA NAVARRA SA,2024,1702178.34,0.0,Sociedad Anónima (S.A.)
ES,B02606416,PROTEINSECTA SL,2024,1701306.0,1701306.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A31743495,EDITORA INDEPENDIENTE DE MEDIOS               DE N,2024,1700680.0,0.0,Sociedad Anónima (S.A.)
ES,B53011060,PAPELERA DE LA ALQUERIA SL,2024,1699659.87,736466.15,Sociedad de Responsabilidad Limitada (S.L.)
ES,B21551148,"ELECTROQUIMICA ONUBENSE,S.L",2024,1698701.21,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A26010678,UNION VITI VINICOLA SA VIÑEDOS DE CENICERO,2024,1694724.69,64400.0,Sociedad Anónima (S.A.)
ES,B91541540,AVISA SERVICIOS INTEGRALES SL,2024,1692507.45,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A30714869,"CASCO ANTIGUO DE CARTAGENA, SA",2024,1687817.0,1687817.0,Sociedad Anónima (S.A.)
ES,B70774443,PUNTO NEUTRO DE GALICIA GALNIX SL,2024,1686477.93,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B80503048,AFANIAS JARDISER SLU,2024,1685963.83,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B72816697,EXIOM SOLAR IBERICA S.L.,2024,1684008.56,449597.06,Sociedad de Responsabilidad Limitada (S.L.)
ES,A78320736,EMPARK APARCAMIENTOS Y SERVICIOS SA,2024,1680013.98,1680013.98,Sociedad Anónima (S.A.)
ES,A24050015,TRANSPORTES URBANOS DE BADAJOZ SA,2024,1678736.93,1671450.0,Sociedad Anónima (S.A.)
ES,B84708825,CENTRO DE FORMACION MOSTOLES SL,2024,1678077.1,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A28092583,TECNICAS REUNIDAS SA,2024,1673569.03,0.0,Sociedad Anónima (S.A.)
ES,B45555489,EL CANTO AGROALIMENTARIA SL,2024,1669521.04,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A08016081,"TRANSPORTS DE BARCELONA, SA",2024,1669406.18,8800.0,Sociedad Anónima (S.A.)
ES,F04026043,SAT LAS HORTICHUELAS N 4812,2024,1663042.66,0.0,Sociedades Cooperativas
ES,A84818558,CORPORACION RADIO TV ESPAñOLA SA,2024,1662963.67,162963.66,Sociedad Anónima (S.A.)
ES,A11605409,CAPSULAS TORRENT SA,2024,1659636.59,0.0,Sociedad Anónima (S.A.)
ES,A28212579,GRUPO ALIMENTARIO ARGAL SA,2024,1654342.49,1184945.27,Sociedad Anónima (S.A.)
ES,A47002746,EMPRESA CABRERO SA,2024,1652278.98,0.0,Sociedad Anónima (S.A.)
ES,B87514576,VALORIZA CENTRO ESPECIAL DE EMPLEO SL,2024,1647412.64,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B98802929,CATEDIER SL,2024,1646918.98,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B56216708,BESS DEVELOPMENT 1 SL,2024,1645942.6,1645942.6,Sociedad de Responsabilidad Limitada (S.L.)
ES,B62776794,BAYER MATERIALSCIENCE SL,2024,1645162.48,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F22157580,FITOAGRO; SOCIEDAD COOP AGRARIA LIMITADA,2024,1644357.65,0.0,Sociedades Cooperativas
ES,B01507938,LIS-SOLUTIONS.LOGISTIC INTELLIGENCE AND DATA ANALYSIS SL,2024,1639261.99,1412526.67,Sociedad de Responsabilidad Limitada (S.L.)
ES,F07444615,SDAD COOP DE INICIATIVA SOCIAL Y FORMACI,2024,1639010.04,12000.0,Sociedades Cooperativas
ES,B40592883,"IGENOMIX R&D, S.L.U.",2024,1635783.83,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A63422141,"VUELING AIRLINES, SA",2024,1631910.23,0.0,Sociedad Anónima (S.A.)
ES,B30417109,AGRICOLA SANTA EULALIA SL,2024,1630473.4,798922.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B50561091,FRUTARIA AGRICULTURA SL,2024,1630220.37,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B17310947,"BITO PRODUCCIONS, SL",2024,1628311.69,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B83841924,AUTOESCUELA GALA SL,2024,1624011.22,14300.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F20027090,"AMPO, S. COOP.",2024,1618156.59,1612229.63,Sociedades Cooperativas
ES,B53084802,JU JU JU AQUA CENTER SL,2024,1617806.59,18000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B31235260,SCA HYGIENE SPAIN SL,2024,1615274.84,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A02006021,VDA DE JOAQUIN ORTEGA SA,2024,1614176.12,0.0,Sociedad Anónima (S.A.)
ES,B10906865,"COBRA SOLUTIONS, S.L.U",2024,1613769.79,743420.78,Sociedad de Responsabilidad Limitada (S.L.)
ES,B82370321,H I IBERIA INGENIERIA Y PROYECTOS SL,2024,1612360.77,1012497.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B87316022,"BESTPEOPLE SOLUTIONS, S.L.",2024,1612310.5,991342.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B35089242,MANUFACTURAS PAPELERAS CANARIAS S.L.U.,2024,1611269.35,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS SA,2024,1609693.72,1609693.72,Sociedad Anónima (S.A.)
ES,B29681327,DATA CONTROL FORMACION SL,2024,1606534.57,549836.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F21047329,COOP AGRARIA HORTOFRUTICOLA DE CARTAYA S COOP AND,2024,1606326.93,0.0,Sociedades Cooperativas
ES,A30007264,AUXILIAR CONSERVERA SA,2024,1602503.01,1580491.82,Sociedad Anónima (S.A.)
ES,B97565378,CENTRE DE FORMACIO FOLGADO SL,2024,1601585.8,24480.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A08297491,INDUSTRIAS PUIGJANER SA,2024,1600091.35,47827.5,Sociedad Anónima (S.A.)
ES,F21569678,EFLOBA S.C.A.,2024,1596566.63,0.0,Sociedades Cooperativas
ES,B54543525,GREENE WASTE TO ENERGY SL,2024,1595699.3,756192.48,Sociedad de Responsabilidad Limitada (S.L.)
ES,B76024306,MARINA SOUTH BEACH SLU,2024,1594507.19,1594507.19,Sociedad de Responsabilidad Limitada (S.L.)
ES,B80540222,HIMOINSA SL,2024,1594461.51,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A33019951,MANUEL BUSTO AMANDI SA,2024,1592977.11,0.0,Sociedad Anónima (S.A.)
ES,F06012355,SDAD COOP NUESTRA SEÑORA DE PERALES,2024,1591471.99,0.0,Sociedades Cooperativas
ES,B67824243,"VODAFONE INTELLIGENT SOLUTIONS ESPAÑA, S.L.",2024,1590303.31,1138885.2,Sociedad de Responsabilidad Limitada (S.L.)
ES,B44574218,SONER SOROLLA SL,2024,1589672.65,1589672.65,Sociedad de Responsabilidad Limitada (S.L.)
ES,B33445990,"AFA FORMACION CONTINUA, SL",2024,1589112.25,98595.5,Sociedad de Responsabilidad Limitada (S.L.)
ES,B36611705,NODOSA SL,2024,1588913.27,1147082.2,Sociedad de Responsabilidad Limitada (S.L.)
ES,B09543836,TAKIN BUSINESS CONSULTING SL,2024,1588483.71,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B18752709,ESCUELA TALLER JUYMA SL,2024,1587496.5,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B95235495,ELYTT ENERGY SL,2024,1584858.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B97661409,SOLUCIO Y APLICFORMATIVAS VAL SL,2024,1582925.35,324923.35,Sociedad de Responsabilidad Limitada (S.L.)
ES,B35645977,CENTRO DE FORMACION EMPRESARIAL AURA SLL,2024,1582920.85,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A36606127,COMPAÑIA ESPAÑOLA DE ALGAS MARINAS SA,2024,1581810.31,866413.81,Sociedad Anónima (S.A.)
ES,F55091367,SOM ENERGIA SCCL,2024,1580085.16,680085.25,Sociedades Cooperativas
ES,B46162400,GAVIPLAS SL,2024,1578517.99,1560265.13,Sociedad de Responsabilidad Limitada (S.L.)
ES,B03139813,GRUAS Y TRANSPORTES CURT SL,2024,1577672.21,13750.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F61826053,"ACTUA, SCCL",2024,1575230.86,98381.33,Sociedades Cooperativas
ES,B44682896,INCOM COMPOSITES SLU,2024,1572044.71,334714.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A80473424,EMPRESARIOS AGRUPADOS INTERNACIONAL SA,2024,1571673.6,0.0,Sociedad Anónima (S.A.)
ES,B33560558,CONSERVAS EL VIEJO PESCADOR SL,2024,1570992.23,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B93462091,"FCC EQUAL CEE ANDALUCIA, S.L.",2024,1569714.44,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F46024436,AGRICOLA ALGINET S COOP V,2024,1567839.39,0.0,Sociedades Cooperativas
ES,A20025672,ELECTROQUIMICA DE HERNANI SA,2024,1563427.0,0.0,Sociedad Anónima (S.A.)
ES,B26527523,BOSONIT SL,2024,1560277.75,767640.4,Sociedad de Responsabilidad Limitada (S.L.)
ES,A35313170,INSTITUTO TECNOLOGICO DE CANARIAS SA,2024,1558650.86,720317.06,Sociedad Anónima (S.A.)
ES,B91017137,ALG NATUR GREEN SL,2024,1558321.72,1558321.72,Sociedad de Responsabilidad Limitada (S.L.)
ES,B37525243,AUGMENTED REALITY SOFTWARE,2024,1556841.83,935630.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B24695744,MULTICENTRO GLOBAL SL,2024,1553082.09,63300.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B45022654,CALZADOS D SIMONS SL,2024,1551944.96,103206.6,Sociedad de Responsabilidad Limitada (S.L.)
ES,B37375276,"TELECOMUNICACIONES Y FORMACION, SL",2024,1551168.0,1305018.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B38875787,CONSULTORIA ESTRATEGICA INTEGRALIS CANARIAS SL,2024,1550654.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B28153252,CARTONAJES UNION SL,2024,1550552.58,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A28659423,NORTHGATE ESPAÑA RENTING FLEXIBLE SA,2024,1550383.46,1550383.46,Sociedad Anónima (S.A.)
ES,A19005750,DAGU SA,2024,1548734.32,0.0,Sociedad Anónima (S.A.)
ES,A57451171,LAMINAR PHARMACEUTICALS SA,2024,1544652.67,0.0,Sociedad Anónima (S.A.)
ES,B67517813,"VEGA ENERGY TECHNOLOGIES, S.L.",2024,1544593.24,1507914.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A72549868,"MAKING BEST COLORS FACTORY, S.A.",2024,1544001.86,54000.0,Sociedad Anónima (S.A.)
ES,B79540084,INSTITUTO EUROPEO DE COMUNICACION Y MARKETING SL,2024,1537049.26,70000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B78373511,AB AZUCARERA IBERIA SL,2024,1536820.6,130189.5,Sociedad de Responsabilidad Limitada (S.L.)
ES,B73804098,AMC JUICES SL,2024,1536813.22,1436842.59,Sociedad de Responsabilidad Limitada (S.L.)
ES,A78633856,LABORATORIOS SYVA SA,2024,1534722.11,0.0,Sociedad Anónima (S.A.)
ES,A38208427,INSTITUCION FERIAL DE TENERIFE SA,2024,1531988.45,0.0,Sociedad Anónima (S.A.)
ES,B13535331,ANDANZA EMPLEA SL,2024,1531425.64,15000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A33001983,BARRAS ELECTRICAS GALAICO ASTURIANAS SA,2024,1528981.0,1528981.0,Sociedad Anónima (S.A.)
ES,B26143537,MUEBLES DICA SL,2024,1528741.84,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B56772122,SKYFLARE SL,2024,1525534.55,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A78528908,ACADEMIA COLON TRES SA,2024,1523390.6,0.0,Sociedad Anónima (S.A.)
ES,B32449456,CEDAN JOBS SL.,2024,1522918.98,1494363.53,Sociedad de Responsabilidad Limitada (S.L.)
ES,A20219283,FESTIVAL INTERNACIONAL DE CINE DE DONOSTIA SAN SEB,2024,1522100.0,0.0,Sociedad Anónima (S.A.)
ES,B86979465,CENTROS AGRUPADOS FORMA.EMPRESARIAL SL,2024,1522040.3,6000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A08076788,"ROQUETTE LAISA ESPAñA, SA",2024,1517576.65,1456120.8,Sociedad Anónima (S.A.)
ES,B04860672,KIMITEC BIOGROUP SL,2024,1517282.0,1517282.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F04354981,SAT NATURE CHOICE,2024,1514689.67,0.0,Sociedades Cooperativas
ES,F17138736,SERSA SERVEIS SOCIALS Y ADMINISTRATIUS S,2024,1514474.88,12480.0,Sociedades Cooperativas
ES,B01882661,NEUTRAL FOODS SL,2024,1514243.5,1514243.5,Sociedad de Responsabilidad Limitada (S.L.)
ES,B38960753,FORMACIONLINE SL,2024,1513521.6,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B73311326,AGRICOLA CIRVA SL,2024,1513233.93,18000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B44755783,ORGANIZACION DE PRODUCTORES DE PESCADO DE ESTERO DE ANDALUCIA,2024,1512423.42,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A16120263,GRANJA AGAS SA,2024,1510949.82,0.0,Sociedad Anónima (S.A.)
ES,B72141781,INSTRUMENTACION Y CONTROL DEL SUR SL,2024,1510170.8,1337214.6,Sociedad de Responsabilidad Limitada (S.L.)
ES,B26450932,MANANTIAL DE IDEAS SL,2024,1509137.0,2900.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B22218051,SOMONTANO SOCIAL; SL,2024,1508556.01,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A36033009,BODEGAS MARTIN CODAX SA,2024,1505912.99,439426.0,Sociedad Anónima (S.A.)
ES,B49223704,MORALEJO SELECCION SLU,2024,1502209.0,1502045.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B46142485,JUAN MOTILLA SL,2024,1501979.34,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B42207449,SOCIEDAD DE ECONOMIA MIXTA AGUAS DE SORIA SL,2024,1500000.0,1500000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B06281679,"BODEGAS ROMALE, SL",2024,1499107.96,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B27851872,WILLBO ENGINEERING 2 BUILD SL,2024,1496157.7,1479579.6,Sociedad de Responsabilidad Limitada (S.L.)
ES,B40632291,ITV ICE MAKERS,2024,1490639.07,329803.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A16032104,JULIAN SOLER SA,2024,1487928.65,25400.0,Sociedad Anónima (S.A.)
ES,A13827928,"AFTER GLASS ESPAÑA, S.A.",2024,1487552.4,0.0,Sociedad Anónima (S.A.)
ES,B86861614,NEXT MOBILITY SOLUTIONS SLU,2024,1486179.0,1486179.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B91468223,"EMPLEO PARA TODOS T.P.T.,S.L.",2024,1482824.89,24000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B36254258,UTINGAL SL,2024,1479662.42,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B64109150,"DINAT 2006, SL",2024,1479460.9,24000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A30087597,PRODUCTOS SUR SA,2024,1476613.35,1476613.35,Sociedad Anónima (S.A.)
ES,B27715879,INTEGRA MANT.XESTION SERVIZOS INT.CENTRO,2024,1474909.17,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A44000230,SA MINERA CATALANO ARAGONESA,2024,1474857.98,2655.49,Sociedad Anónima (S.A.)
ES,B30426142,ZUKAN SL,2024,1470402.15,1238449.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B02963791,ARKADIA AEROSPACE PROPULSION & TRANSPORTATION SYSTEMS SL,2024,1470400.88,1400088.66,Sociedad de Responsabilidad Limitada (S.L.)
ES,B95746368,BILBAO BIZKAIA MUSEOAK SL,2024,1470000.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A13157029,AGUAS DE ALCAZAR EMPRESA MIXTA SA,2024,1469078.23,1469078.23,Sociedad Anónima (S.A.)
ES,B97187801,TRITURATS DE FIBRES SL,2024,1466819.18,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B10782837,BIOVALL HEPARIN SCIENCE SL,2024,1458000.0,1458000.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B85238996,MOD PRODUCCIONES SL,2024,1455590.41,1423136.5,Sociedad de Responsabilidad Limitada (S.L.)
ES,B60643004,"MORDERED, SL",2024,1455081.05,55680.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B87155370,HAZERTA SOLUCIONES GLOBALES EMPLEO SL,2024,1452325.1,144305.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A01001411,EXPAL SYSTEMS SA,2024,1452060.62,3541.4,Sociedad Anónima (S.A.)
ES,B39334008,GESTION VIVIENDAS INFRAESTRUCT CANTAB SL,2024,1450469.79,1450469.79,Sociedad de Responsabilidad Limitada (S.L.)
ES,A16679268,"AIRA GESTION AMBIENTAL, S.A.",2024,1447021.65,1447021.65,Sociedad Anónima (S.A.)
ES,A91527580,GELIM ANDALUCIA SA,2024,1447014.98,0.0,Sociedad Anónima (S.A.)
ES,F35209469,SAT NUMERO 8275 DENOMINADA QUESO FLOR VALSEQUILLO,2024,1445954.48,0.0,Sociedades Cooperativas
ES,B88022827,Achipampanos S.L. Ekonoke,2024,1444204.62,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B64956477,PAL ROBOTICS SL,2024,1442526.24,1081356.27,Sociedad de Responsabilidad Limitada (S.L.)
ES,A28120368,DAMAS SA,2024,1442409.58,1196856.0,Sociedad Anónima (S.A.)
ES,F30020408,SAT NUMERO 2457 SAN CAYETANO DE TORRE PACHECO,2024,1441942.13,0.0,Sociedades Cooperativas
ES,B67837658,RAVEN SR IBERIA S.L.U,2024,1441862.95,1441862.95,Sociedad de Responsabilidad Limitada (S.L.)
ES,F04863759,A.F.E. S.COOP.AND.,2024,1441030.24,0.0,Sociedades Cooperativas
ES,B19195270,"HV SISTEMAS, SL",2024,1440805.0,1440805.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B76271139,"AHEMBO, S.L",2024,1440574.53,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A28135358,PREFABRICACIONES Y CONTRATAS SA,2024,1438389.54,18780.65,Sociedad Anónima (S.A.)
ES,A34002501,GALLETAS GULLON SA,2024,1436400.0,1436400.0,Sociedad Anónima (S.A.)
ES,F50019256,COOP DE AUTO TAXI DE ZARAGOZA,2024,1434650.0,21150.0,Sociedades Cooperativas
ES,A34249730,VERTICE INNOVACION DESAR ALIMENTOS S.A,2024,1434400.0,1434400.0,Sociedad Anónima (S.A.)
ES,B02307189,AMIAB ALBACETE SL,2024,1434108.62,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B15467962,"COGAMI RECICLADO DE GALICIA, SL",2024,1433556.45,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B72298086,ATUN ROJO DEL ESTRECHO SL,2024,1432809.51,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B74208505,LACERA INTEGRA SL,2024,1432661.28,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B64064223,"AULA ACTIVA, FORMACIO I SERVEIS SL",2024,1428422.55,12480.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F18013664,EL GRUPO SOC COOP AND,2024,1428167.24,0.0,Sociedades Cooperativas
ES,A06065734,"ULBASA, SA",2024,1424139.34,0.0,Sociedad Anónima (S.A.)
ES,B85157337,SBC OUTSOURCING SLU,2024,1424134.29,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A58645011,OXAQUIM SA,2024,1420266.35,0.0,Sociedad Anónima (S.A.)
ES,B76258102,"HOLIDAY APARTMENTS MYCANARIANDREAM,S.L.",2024,1418007.74,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B99417248,ILUNION SERVICIOS INDUSTRIALES ARAGON SL,2024,1416009.49,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B21599329,RPOW CONSULTING,2024,1414781.26,1134802.96,Sociedad de Responsabilidad Limitada (S.L.)
ES,A41486457,CENTRO DE ESTUDIOS DE ANDALUCIA SA,2024,1414615.5,877500.0,Sociedad Anónima (S.A.)
ES,B98654379,PRAXYA SOLUCIONES SLU,2024,1412113.0,93750.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A79022299,EULEN SERVICIOS SOCIOSANITARIOS SA,2024,1406964.62,0.0,Sociedad Anónima (S.A.)
ES,B06995765,"PUNTO RECARGAS, S.L.",2024,1406311.56,1406311.56,Sociedad de Responsabilidad Limitada (S.L.)
ES,B26393108,BODEGA DE BARDOS SL,2024,1403942.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A58348517,"DIAGNOSTIC GRIFOLS, SA",2024,1400952.49,0.0,Sociedad Anónima (S.A.)
ES,B14853485,PLASTIENVASE SL,2024,1400387.24,450870.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A33845009,IZERTIS SA,2024,1399986.54,1004999.0,Sociedad Anónima (S.A.)
ES,F30147995,UNION DE COOP DE TRABAJO ASOCIADO DE LA R DE MURCI,2024,1399403.33,17550.0,Sociedades Cooperativas
ES,B41418872,ARASOL SL,2024,1398383.75,1398383.75,Sociedad de Responsabilidad Limitada (S.L.)
ES,B91968685,SALUMEDIA LABS SLU,2024,1397226.35,461885.72,Sociedad de Responsabilidad Limitada (S.L.)
ES,B02753663,"ANTALIS CONSULTING SERVICES, S.L.",2024,1397036.25,1389536.25,Sociedad de Responsabilidad Limitada (S.L.)
ES,B73672693,JERA AVANZA SL,2024,1396951.07,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B23242514,LIDERKIT SL,2024,1392857.52,983672.5,Sociedad de Responsabilidad Limitada (S.L.)
ES,B67298828,"ABLE HUMAN MOTION, S.L.",2024,1392747.67,640485.24,Sociedad de Responsabilidad Limitada (S.L.)
ES,A50006089,INDUSTRIAS QUIMICAS DEL EBRO SA,2024,1392185.51,937912.5,Sociedad Anónima (S.A.)
ES,A12012472,MIELSO SA,2024,1389440.0,71500.0,Sociedad Anónima (S.A.)
ES,B26560797,CHOCODROP SL,2024,1389271.76,71722.86,Sociedad de Responsabilidad Limitada (S.L.)
ES,B85853448,NATAC BIOTECH SL,2024,1377096.0,907641.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,F04006110,EJIDOMAR S COOP AND,2024,1376663.5,0.0,Sociedades Cooperativas
ES,B07108889,ESCUELA DE TURISMO DE BALEARES SL,2024,1373819.4,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B91292292,ANDALUZA DE PRL. CALIDAD Y M.AMBIENTE SL,2024,1373676.0,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,A36953479,CENTRO DE ESTUDIOS PROFESIONALES DE GAL,2024,1372100.4,585000.0,Sociedad Anónima (S.A.)
ES,B97681985,ORBITA INGENIERIA SL,2024,1371200.49,866361.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B47776364,ESCUELA DE FORMACION CAMPO GRANDE SL,2024,1368842.7,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B82124330,INDUSTRIAS CARNICAS CARPISA SL,2024,1368789.23,932498.99,Sociedad de Responsabilidad Limitada (S.L.)
ES,B96251863,PROMOPASTOR SL,2024,1368177.22,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B50946854,"CERTEST BIOTEC, SL",2024,1364605.19,115484.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B87695516,ENCARNA EMPRESA CARNICA ASOCIADA,2024,1361133.02,7400.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B82193210,TECNOBIT SL,2024,1358853.52,810829.5,Sociedad de Responsabilidad Limitada (S.L.)
ES,B98856354,GBP METAL GROUP SL,2024,1358197.71,1350181.11,Sociedad de Responsabilidad Limitada (S.L.)
ES,F12009353,COOP AGRICOLA SAN ISIDRO DE BENICARLO S COOP V,2024,1357035.09,20000.0,Sociedades Cooperativas
ES,A08018939,FREIXENET SA,2024,1352442.04,0.0,Sociedad Anónima (S.A.)
ES,A48179196,INDUSTRIA DE TURBO PROPULSORES SA,2024,1352301.8,915787.8,Sociedad Anónima (S.A.)
ES,A83172254,GELIM MADRID SA,2024,1351454.69,0.0,Sociedad Anónima (S.A.)
ES,B65520553,SHIP & YARD TECHNICAL MANAGEMENT SL,2024,1350244.4,1350244.4,Sociedad de Responsabilidad Limitada (S.L.)
ES,F13764766,COMUNIDAD ENERGETICA DE MONTAÑA BLANCA DE GRAN CANARIA,2024,1350242.67,1350242.67,Sociedades Cooperativas
ES,F13962055,MOLINO DE VEGAS ALTAS SDAD COOP ESPECIAL,2024,1349190.0,0.0,Sociedades Cooperativas
ES,B42195149,TRAINING SORIASL,2024,1346026.33,38056.33,Sociedad de Responsabilidad Limitada (S.L.)
ES,B41992876,CENTRO DE FORMACION JARAMILLO SL,2024,1343391.75,0.0,Sociedad de Responsabilidad Limitada (S.L.)
ES,B35908482,"SFERAONE SOLUTIONS &SERVICES, SL",2024,1342440.46,1342440.46,Sociedad de Responsabilidad Limitada (S.L.)
ES,B72656176,"INTERNATIONAL AEROSPACE COATINGS SPAIN, S.L.U.",2024,1341165.93,64882.13,Sociedad de Responsabilidad Limitada (S.L.)
